epoch,accuracy,loss,val_accuracy,val_loss
0,0.01834999956190586,4.483697414398193,0.03970000147819519,4.2224626541137695
1,0.057374998927116394,4.1011481285095215,0.0940999984741211,3.8738231658935547
2,0.0961500033736229,3.858506917953491,0.12389999628067017,3.6654629707336426
3,0.12832500040531158,3.6801910400390625,0.15850000083446503,3.4912331104278564
4,0.15549999475479126,3.525225877761841,0.18809999525547028,3.3494081497192383
5,0.17935000360012054,3.391324996948242,0.2125999927520752,3.228609085083008
6,0.20110000669956207,3.2744600772857666,0.23170000314712524,3.1354432106018066
7,0.2206999957561493,3.173855781555176,0.2492000013589859,3.0337626934051514
8,0.2401999980211258,3.0750677585601807,0.2572000026702881,2.991633892059326
9,0.2578999996185303,2.9834446907043457,0.27489998936653137,2.920200824737549
10,0.2721500098705292,2.909855365753174,0.28450000286102295,2.872866630554199
11,0.28505000472068787,2.8359134197235107,0.2930999994277954,2.8250324726104736
12,0.2973000109195709,2.771573543548584,0.2971000075340271,2.8082172870635986
13,0.31187498569488525,2.708750009536743,0.30559998750686646,2.7495005130767822
14,0.32097500562667847,2.6557750701904297,0.3190000057220459,2.7194721698760986
15,0.33180001378059387,2.5966830253601074,0.3248000144958496,2.6712608337402344
16,0.3386499881744385,2.555222272872925,0.32670000195503235,2.6514875888824463
17,0.34917500615119934,2.5054805278778076,0.33149999380111694,2.6564741134643555
18,0.35952499508857727,2.459332227706909,0.3384000062942505,2.625335931777954
19,0.3693000078201294,2.4165961742401123,0.3474000096321106,2.581963300704956
20,0.37744998931884766,2.383099317550659,0.34139999747276306,2.6274287700653076
21,0.3833250105381012,2.3414907455444336,0.34599998593330383,2.54996395111084
22,0.39454999566078186,2.303309679031372,0.3610999882221222,2.5483016967773438
23,0.3987500071525574,2.2722156047821045,0.3598000109195709,2.5513620376586914
24,0.406374990940094,2.2457737922668457,0.3589000105857849,2.5474257469177246
25,0.41462498903274536,2.207084894180298,0.3571999967098236,2.555328845977783
26,0.4198249876499176,2.1776719093322754,0.3589000105857849,2.5674657821655273
27,0.41962501406669617,2.1577165126800537,0.367900013923645,2.5254509449005127
28,0.42704999446868896,2.1245226860046387,0.36910000443458557,2.523775100708008
29,0.4356499910354614,2.0986900329589844,0.3617999851703644,2.544832706451416
30,0.4410000145435333,2.0742764472961426,0.37130001187324524,2.531594753265381
31,0.4401499927043915,2.0653200149536133,0.375900000333786,2.4868242740631104
32,0.4517500102519989,2.021160840988159,0.3765999972820282,2.512171506881714
33,0.4542999863624573,2.004481792449951,0.37139999866485596,2.5197370052337646
34,0.45692500472068787,1.9919222593307495,0.3723999857902527,2.5241892337799072
35,0.4643999934196472,1.9664812088012695,0.376800000667572,2.524324893951416
36,0.46665000915527344,1.951332449913025,0.37119999527931213,2.5374536514282227
37,0.47244998812675476,1.9318597316741943,0.3788999915122986,2.5345659255981445
38,0.4729749858379364,1.9127933979034424,0.37380000948905945,2.5516514778137207
39,0.4768750071525574,1.8962372541427612,0.37540000677108765,2.5001399517059326
40,0.4795750081539154,1.8887079954147339,0.37950000166893005,2.5084962844848633
41,0.48339998722076416,1.8647191524505615,0.38100001215934753,2.505028247833252
42,0.4952250123023987,1.8301788568496704,0.3822000026702881,2.538733720779419
43,0.4954499900341034,1.8201998472213745,0.3723999857902527,2.583754301071167
44,0.4927999973297119,1.8192228078842163,0.3815999925136566,2.524771213531494
45,0.4987500011920929,1.7876836061477661,0.3831000030040741,2.552182674407959
46,0.5013250112533569,1.7880204916000366,0.37940001487731934,2.565870761871338
47,0.5067750215530396,1.7711488008499146,0.383899986743927,2.5551302433013916
48,0.5095250010490417,1.7563035488128662,0.3790999948978424,2.5817699432373047
49,0.5145750045776367,1.7439062595367432,0.3799999952316284,2.5889971256256104
50,0.5131250023841858,1.7329490184783936,0.3815000057220459,2.5927517414093018
51,0.5144249796867371,1.7351900339126587,0.3813999891281128,2.5831897258758545
52,0.5200499892234802,1.7135688066482544,0.38420000672340393,2.5682499408721924
53,0.5249500274658203,1.6989749670028687,0.38100001215934753,2.610490322113037
54,0.5227749943733215,1.7002289295196533,0.3847000002861023,2.587031126022339
55,0.5264750123023987,1.6826331615447998,0.38440001010894775,2.5818679332733154
56,0.5244500041007996,1.679305076599121,0.3873000144958496,2.6146700382232666
57,0.5379250049591064,1.6487336158752441,0.37869998812675476,2.5938422679901123
58,0.5335249900817871,1.6483815908432007,0.3824000060558319,2.589984655380249
59,0.5307999849319458,1.6552886962890625,0.3846000134944916,2.5858542919158936
60,0.5408250093460083,1.6287450790405273,0.388700008392334,2.5816149711608887
61,0.5384500026702881,1.62577486038208,0.3824999928474426,2.580517053604126
62,0.5439249873161316,1.6090317964553833,0.383899986743927,2.564418077468872
63,0.5430499911308289,1.6036436557769775,0.3797000050544739,2.6029629707336426
64,0.5441499948501587,1.6068745851516724,0.3903000056743622,2.5687952041625977
65,0.5440000295639038,1.5934548377990723,0.3865000009536743,2.5776991844177246
66,0.5508750081062317,1.5725629329681396,0.38690000772476196,2.626192092895508
67,0.5529249906539917,1.5744545459747314,0.3894999921321869,2.6199934482574463
68,0.5541999936103821,1.5682919025421143,0.3862999975681305,2.6101083755493164
69,0.5532749891281128,1.5681042671203613,0.3871999979019165,2.625985622406006
70,0.5549749732017517,1.5632002353668213,0.38920000195503235,2.6226859092712402
71,0.5604249835014343,1.532348394393921,0.38530001044273376,2.614788293838501
72,0.5633249878883362,1.531999111175537,0.3833000063896179,2.654866933822632
73,0.5601000189781189,1.539733648300171,0.38830000162124634,2.6548194885253906
74,0.5627750158309937,1.5299097299575806,0.39340001344680786,2.625502109527588
75,0.5671250224113464,1.5126971006393433,0.38989999890327454,2.6498589515686035
76,0.5684499740600586,1.509207010269165,0.3774000108242035,2.7481279373168945
77,0.566474974155426,1.4974949359893799,0.38510000705718994,2.689685821533203
78,0.5681750178337097,1.5038344860076904,0.38839998841285706,2.622380256652832
79,0.5693249702453613,1.502477765083313,0.3878999948501587,2.6758370399475098
80,0.5716500282287598,1.4894870519638062,0.382999986410141,2.676894426345825
81,0.5727249979972839,1.485385537147522,0.38119998574256897,2.7383875846862793
82,0.5718500018119812,1.4817767143249512,0.38499999046325684,2.718203067779541
83,0.5805500149726868,1.4691212177276611,0.382999986410141,2.6669812202453613
84,0.5770000219345093,1.4636670351028442,0.3885999917984009,2.6895201206207275
85,0.5793250203132629,1.462018609046936,0.38589999079704285,2.7062060832977295
86,0.5787749886512756,1.4665011167526245,0.3921999931335449,2.669706344604492
87,0.5814999938011169,1.4460309743881226,0.391400009393692,2.654801845550537
88,0.5799000263214111,1.4549816846847534,0.3930000066757202,2.6897878646850586
89,0.5830249786376953,1.445807695388794,0.39250001311302185,2.7016563415527344
90,0.5836750268936157,1.439418911933899,0.3847000002861023,2.6894772052764893
91,0.5846250057220459,1.4433010816574097,0.39329999685287476,2.672034978866577
92,0.5842999815940857,1.428879737854004,0.38499999046325684,2.7031610012054443
93,0.5859500169754028,1.434759259223938,0.3790000081062317,2.7380154132843018
94,0.5885000228881836,1.4227416515350342,0.3797999918460846,2.7555618286132812
95,0.5878999829292297,1.4146417379379272,0.396699994802475,2.6757476329803467
96,0.5936999917030334,1.3970983028411865,0.3898000121116638,2.734145164489746
97,0.5922999978065491,1.4013742208480835,0.38589999079704285,2.6844911575317383
98,0.5944499969482422,1.3996379375457764,0.3880999982357025,2.6878256797790527
99,0.5900499820709229,1.3981482982635498,0.39149999618530273,2.6962296962738037
100,0.5962250232696533,1.38935124874115,0.38999998569488525,2.707035541534424
101,0.5982999801635742,1.3898828029632568,0.39010000228881836,2.711824893951416
102,0.5968499779701233,1.3863316774368286,0.38920000195503235,2.79899263381958
103,0.5967000126838684,1.3872343301773071,0.3801000118255615,2.7858152389526367
104,0.5976250171661377,1.3842555284500122,0.3873000144958496,2.743833541870117
105,0.6014249920845032,1.3695168495178223,0.3813999891281128,2.787337303161621
106,0.5950000286102295,1.3875172138214111,0.3799000084400177,2.731440305709839
107,0.5998749732971191,1.3683192729949951,0.38269999623298645,2.753361701965332
108,0.6047499775886536,1.3606343269348145,0.3865000009536743,2.7552504539489746
109,0.602400004863739,1.358058214187622,0.38589999079704285,2.7524938583374023
110,0.6042749881744385,1.3521733283996582,0.3910999894142151,2.7625174522399902
111,0.6023749709129333,1.361865758895874,0.38830000162124634,2.76004958152771
112,0.606249988079071,1.3467036485671997,0.38960000872612,2.7357938289642334
113,0.6049749851226807,1.3581492900848389,0.38839998841285706,2.7749385833740234
114,0.6089500188827515,1.3425487279891968,0.3912999927997589,2.8147096633911133
115,0.6087499856948853,1.3413811922073364,0.3871000111103058,2.77376127243042
116,0.6073750257492065,1.3424140214920044,0.3937000036239624,2.782104015350342
117,0.6109750270843506,1.3288860321044922,0.391400009393692,2.7758584022521973
118,0.6104000210762024,1.337303638458252,0.3871999979019165,2.741365909576416
119,0.6138499975204468,1.313565969467163,0.38940000534057617,2.7492082118988037
120,0.6129500269889832,1.3201677799224854,0.391400009393692,2.783815860748291
121,0.6100500226020813,1.3302550315856934,0.3928999900817871,2.7652010917663574
122,0.6151750087738037,1.3137534856796265,0.38370001316070557,2.7847588062286377
123,0.6126000285148621,1.3249869346618652,0.39169999957084656,2.7611639499664307
124,0.6179500222206116,1.3078235387802124,0.3887999951839447,2.7628746032714844
125,0.614799976348877,1.3088314533233643,0.38600000739097595,2.788897752761841
126,0.6136999726295471,1.318874478340149,0.388700008392334,2.716900587081909
127,0.618025004863739,1.2988295555114746,0.38839998841285706,2.7976765632629395
128,0.6161500215530396,1.3106377124786377,0.3889999985694885,2.738462209701538
129,0.6180499792098999,1.3001275062561035,0.3889000117778778,2.79978609085083
130,0.6207249760627747,1.2846519947052002,0.3889000117778778,2.799443006515503
131,0.621399998664856,1.2983769178390503,0.3824999928474426,2.830770492553711
132,0.6196749806404114,1.3052290678024292,0.384799987077713,2.8312430381774902
133,0.616474986076355,1.306517243385315,0.391400009393692,2.817720413208008
134,0.62295001745224,1.2836809158325195,0.38269999623298645,2.875882387161255
135,0.6203749775886536,1.2933154106140137,0.3901999890804291,2.8150088787078857
136,0.6222249865531921,1.2777425050735474,0.3919999897480011,2.816622495651245
137,0.62357497215271,1.2769510746002197,0.3937999904155731,2.8003573417663574
138,0.6244249939918518,1.2709118127822876,0.38999998569488525,2.8329570293426514
139,0.6229249835014343,1.2783994674682617,0.3903999924659729,2.781914472579956
140,0.6228749752044678,1.2895430326461792,0.38760000467300415,2.790656089782715
141,0.6256750226020813,1.2833443880081177,0.38420000672340393,2.8366129398345947
142,0.6261500120162964,1.2682656049728394,0.3887999951839447,2.803978443145752
143,0.6327000260353088,1.2493008375167847,0.3912999927997589,2.820561408996582
144,0.6242250204086304,1.277740240097046,0.38580000400543213,2.818007469177246
145,0.6297500133514404,1.2562923431396484,0.38609999418258667,2.86775541305542
146,0.628974974155426,1.2616724967956543,0.3894999921321869,2.80358624458313
147,0.6287500262260437,1.2577929496765137,0.3889000117778778,2.8934223651885986
148,0.6346499919891357,1.2315562963485718,0.3926999866962433,2.8496828079223633
149,0.6259250044822693,1.2553889751434326,0.388700008392334,2.836252450942993
150,0.6343500018119812,1.2421389818191528,0.3865000009536743,2.8567628860473633
151,0.6276000142097473,1.255484938621521,0.3840999901294708,2.9015541076660156
152,0.6344500184059143,1.2456549406051636,0.38499999046325684,2.873605966567993
153,0.6361250281333923,1.2375891208648682,0.39169999957084656,2.870725393295288
154,0.6359750032424927,1.2462964057922363,0.38580000400543213,2.8575544357299805
155,0.6347249746322632,1.2442786693572998,0.3910999894142151,2.89968204498291
156,0.6363499760627747,1.2333585023880005,0.38690000772476196,2.852487325668335
157,0.6378750205039978,1.2252925634384155,0.3828999996185303,2.9064064025878906
158,0.6295250058174133,1.254930853843689,0.38850000500679016,2.852841377258301
159,0.6396499872207642,1.228010654449463,0.38920000195503235,2.824930191040039
160,0.6368250250816345,1.2325080633163452,0.3804999887943268,2.8790318965911865
161,0.636900007724762,1.2335389852523804,0.3880999982357025,2.907416343688965
162,0.6381000280380249,1.2272616624832153,0.3882000148296356,2.8939528465270996
163,0.637624979019165,1.221816062927246,0.3822000026702881,2.889009475708008
164,0.6423249840736389,1.2156096696853638,0.3869999945163727,2.9201059341430664
165,0.6427249908447266,1.2116847038269043,0.38690000772476196,2.891449451446533
166,0.6374499797821045,1.2241461277008057,0.3815000057220459,2.9169344902038574
167,0.6392250061035156,1.2221449613571167,0.3853999972343445,2.9165515899658203
168,0.640250027179718,1.211824893951416,0.3853999972343445,2.8871448040008545
169,0.6433749794960022,1.2049611806869507,0.38440001010894775,2.8994200229644775
170,0.6412000060081482,1.2183932065963745,0.38269999623298645,2.906616687774658
171,0.6444249749183655,1.2018535137176514,0.38760000467300415,2.931960105895996
172,0.6406000256538391,1.214228630065918,0.38089999556541443,2.9184839725494385
173,0.6440500020980835,1.1950956583023071,0.3889999985694885,2.8807196617126465
174,0.6453999876976013,1.2066452503204346,0.38760000467300415,2.9112212657928467
175,0.6438000202178955,1.201797366142273,0.3853999972343445,2.9075748920440674
176,0.6476250290870667,1.191145658493042,0.3822000026702881,2.958143472671509
177,0.6480749845504761,1.1899197101593018,0.3894999921321869,2.8838372230529785
178,0.6451749801635742,1.2036824226379395,0.38350000977516174,2.9347033500671387
179,0.6475250124931335,1.189573884010315,0.39010000228881836,2.901390314102173
180,0.6506249904632568,1.1862956285476685,0.392300009727478,2.878389596939087
181,0.6491000056266785,1.1909939050674438,0.3912000060081482,2.8842649459838867
182,0.6500250101089478,1.182844638824463,0.391400009393692,2.9402027130126953
183,0.6487749814987183,1.1916835308074951,0.38929998874664307,2.9146292209625244
184,0.6491000056266785,1.187574863433838,0.3874000012874603,2.9398443698883057
185,0.6472749710083008,1.187437891960144,0.3961000144481659,2.9101643562316895
186,0.650950014591217,1.1717933416366577,0.3887999951839447,2.9229774475097656
187,0.6487249732017517,1.1854768991470337,0.39469999074935913,2.894695997238159
188,0.6513749957084656,1.1697665452957153,0.3862999975681305,2.9823644161224365
189,0.6518750190734863,1.1790480613708496,0.38510000705718994,2.8891539573669434
190,0.6498749852180481,1.180083155632019,0.38670000433921814,2.911620616912842
191,0.652999997138977,1.1702691316604614,0.38929998874664307,2.856834888458252
192,0.652649998664856,1.1701395511627197,0.3862999975681305,2.9110138416290283
193,0.6500750184059143,1.1775137186050415,0.38850000500679016,2.840332269668579
194,0.6530749797821045,1.1801847219467163,0.3840999901294708,2.9245235919952393
195,0.6507999897003174,1.1721365451812744,0.3874000012874603,2.9246342182159424
196,0.650825023651123,1.1794759035110474,0.38429999351501465,2.9356796741485596
197,0.6572250127792358,1.1562612056732178,0.3889000117778778,2.9363818168640137
198,0.656499981880188,1.1610195636749268,0.391400009393692,2.91102933883667
199,0.6538500189781189,1.1656469106674194,0.38510000705718994,2.9813692569732666
200,0.6516500115394592,1.1605125665664673,0.38100001215934753,2.9718990325927734
201,0.6523000001907349,1.1641802787780762,0.3889000117778778,2.9408764839172363
202,0.6614750027656555,1.1450239419937134,0.3919000029563904,2.958289384841919
203,0.6549500226974487,1.1607022285461426,0.3847000002861023,2.9334495067596436
204,0.6544749736785889,1.1563422679901123,0.38530001044273376,2.9854698181152344
205,0.6567999720573425,1.1500308513641357,0.38850000500679016,2.9072399139404297
206,0.6589499711990356,1.1507976055145264,0.38929998874664307,2.952923536300659
207,0.654075026512146,1.1644763946533203,0.3856000006198883,2.9156100749969482
208,0.6660249829292297,1.1274067163467407,0.3919999897480011,2.9147305488586426
209,0.656374990940094,1.155301809310913,0.3864000141620636,2.9766879081726074
210,0.6605250239372253,1.1471809148788452,0.385699987411499,2.9238362312316895
211,0.6586250066757202,1.1383944749832153,0.39169999957084656,2.948153257369995
